aluminium,ammonia,arsenic,cadmium,chloramine,copper,bacteria,viruses,lead,nitrites,perchlorate,radium,selenium,silver,uranium
0.06,3.4,0.07,0.08,0.07,1.48,0.91,0.91,0.073,2.11,5.34,0.2,0.04,0.07,0.0
0.01,27.29,0.06,0.01,0.15,0.75,0.0,0.0,0.1,1.21,4.16,0.08,0.05,0.06,0.08
0.05,22.43,0.02,0.08,0.01,0.07,0.0,0.84,0.07,0.49,10.0,1.65,0.09,0.08,0.05
0.01,28.33,0.09,0.01,0.05,1.09,0.0,0.8,0.091,0.48,8.3,0.83,0.09,0.03,0.0
0.01,19.07,0.04,0.009,4.69,0.73,0.7,0.7,0.122,1.55,40.53,2.87,0.1,0.01,0.04
0.03,28.81,0.01,0.01,0.08,1.73,0.42,0.003,0.064,1.99,0.61,3.59,0.06,0.03,0.01
0.01,25.83,0.0,0.1,0.6,0.04,0.23,0.0,0.055,2.75,0.39,7.97,0.09,0.01,0.05
1.0,12.37,0.03,0.001,4.91,1.5,0.8,0.8,0.193,1.72,11.36,7.67,0.1,0.39,0.04
1.0,21.3,0.14,0.04,6.68,1.97,0.0,0.56,0.096,1.56,14.19,6.2,0.02,0.21,0.03
0.17,23.64,0.09,0.12,1.64,0.85,0.41,0.006,0.183,1.38,30.44,7.74,0.03,0.03,0.02
0.1,15.08,0.02,0.04,0.03,0.31,0.0,0.001,0.016,0.25,3.35,0.87,0.03,0.08,0.05
0.07,22.08,0.07,0.09,0.12,0.02,0.0,0.002,0.054,0.11,0.3,2.42,0.09,0.03,0.04
0.06,0.85,0.05,0.02,0.31,0.85,0.9,0.9,0.154,2.02,0.42,2.0,0.03,0.09,0.0
0.09,0.12,0.04,0.09,0.49,1.96,0.0,0.006,0.007,0.44,0.24,3.49,0.1,0.01,0.01
0.07,26.4,0.03,0.02,0.03,0.65,0.84,0.84,0.188,0.39,8.12,0.11,0.04,0.04,0.02
0.36,15.06,0.31000000000000005,0.11,2.18,0.02,0.84,0.84,0.001,2.07,14.96,3.6,0.03,0.42,0.05
0.06,21.63,0.03,0.009,5.02,1.49,0.63,0.63,0.16,1.21,37.88,6.82,0.02,0.34,0.01
0.32,1.4,0.31000000000000005,0.12,3.78,1.37,0.92,0.92,0.112,1.92,2.01,4.38,0.05,0.29,0.05
0.04,0.83,0.31000000000000005,0.12,1.51,0.03,0.37,0.001,0.154,1.64,13.78,5.69,0.09,0.18,0.04
0.09,20.24,0.09,0.08,0.33,1.89,0.83,0.83,0.184,1.52,6.99,0.07,0.07,0.01,0.07
0.03,7.29,0.03,0.03,0.07,1.14,0.13,0.008,0.071,1.34,1.45,0.25,0.04,0.07,0.02
0.73,28.19,0.31000000000000005,0.09,4.3,1.04,0.72,0.72,0.161,1.38,49.79,6.59,0.06,0.11,0.04
1.0,20.04,0.04,0.001,6.5,1.24,0.7,0.7,0.113,1.04,32.76,5.81,0.0,0.44,0.08
0.05,23.02,0.03,0.004,0.46,1.77,0.14,0.006,0.137,1.19,27.85,7.6,0.01,0.45,0.05
1.0,4.97,0.01,0.006,3.7,0.41,0.29,0.006,0.101,1.29,18.51,5.73,0.07,0.18,0.05
0.09,1.37,0.02,0.07,0.27,0.08,0.0,0.97,0.007,0.88,0.56,1.7,0.01,0.05,0.08
0.08,26.75,0.31000000000000005,0.03,0.96,0.91,0.44,0.006,0.107,1.3,46.9,0.5,0.04,0.35,0.0
0.04,28.23,0.04,0.008,0.63,0.06,0.44,0.007,0.142,1.52,3.23,1.15,0.09,0.42,0.02
0.02,10.11,0.03,0.008,4.8,1.17,0.95,0.95,0.014,1.04,45.25,6.55,0.1,0.19,0.04
1.0,28.42,0.03,0.003,0.57,0.29,0.65,0.65,0.155,1.84,27.31,5.15,0.04,0.32,0.07
0.03,0.23,0.08,0.02,0.03,1.26,0.0,0.0,0.165,1.9,3.56,0.42,0.07,0.04,0.01
1.0,8.37,0.03,0.001,0.64,1.05,0.1,0.003,0.197,1.09,33.87,4.25,0.05,0.22,0.01
0.01,21.68,0.06,0.02,0.22,0.01,0.13,0.008,0.121,0.28,5.08,0.2,0.04,0.07,0.0
0.79,25.24,0.02,0.003,5.54,0.03,0.82,0.82,0.041,1.29,29.14,4.72,0.05,0.2,0.07
0.07,5.13,0.08,0.08,0.01,1.33,0.44,0.005,0.093,2.73,0.12,5.01,0.02,0.05,0.01
0.23,20.5,0.05,0.001,0.5,1.07,0.0,0.0,0.141,1.22,33.5,2.73,0.1,0.34,0.08
1.0,19.32,0.31000000000000005,0.02,2.38,0.18,0.0,0.0,0.132,1.82,8.39,6.35,0.0,0.17,0.06
0.04,14.94,0.06,0.02,0.08,0.63,0.0,0.004,0.031,0.22,7.6,2.11,0.05,0.06,0.08
0.12,3.9,0.31000000000000005,0.03,1.16,0.07,0.01,0.0,0.008,1.79,45.08,7.85,0.06,0.13,0.08
0.12,12.21,0.31000000000000005,0.13,5.72,0.04,0.62,0.62,0.001,1.92,31.6,4.21,0.06,0.07,0.02
1.0,24.82,0.04,0.12,3.81,0.13,0.0,0.006,0.182,1.43,5.94,4.73,0.0,0.26,0.05
0.23,5.42,0.21,0.0,4.19,0.04,0.39,0.009,0.001,1.51,52.38,7.42,0.05,0.1,0.08
0.03,2.53,0.08,0.04,0.38,0.1,0.22,0.001,0.165,1.28,0.05,0.52,0.05,0.07,0.06
0.07,0.09,0.09,0.1,0.03,0.55,0.21,0.004,0.062,1.94,0.09,0.17,0.03,0.09,0.04
1.0,25.53,0.03,0.003,7.92,0.93,0.0,0.0,0.198,1.2,57.17,4.0,0.06,0.11,0.0
0.01,10.39,0.04,0.1,0.59,1.66,0.71,0.71,0.016,1.43,1.64,0.19,0.02,0.04,0.05
0.07,16.38,0.09,0.06,0.54,0.82,0.83,0.83,0.109,0.18,5.63,0.12,0.03,0.07,0.01
0.04,9.15,0.31000000000000005,0.09,2.13,0.08,0.66,0.66,0.014,1.61,19.06,6.67,0.01,0.16,0.02
1.0,26.2,0.09,0.1,1.55,0.53,0.93,0.93,0.076,1.12,52.59,6.6,0.05,0.34,0.05
0.08,24.23,0.03,0.001,1.98,1.18,0.77,0.77,0.042,1.32,50.66,1.07,0.05,0.16,0.06
1.0,22.15,0.08,0.08,6.41,0.81,0.0,0.002,0.156,1.62,41.91,2.19,0.09,0.37,0.04
1.0,5.5,0.31000000000000005,0.04,1.5,1.88,0.0,0.0,0.021,1.83,53.62,2.84,0.1,0.24,0.08
0.09,12.86,0.08,0.05,0.14,0.38,0.2,0.001,0.03,1.01,1.31,1.46,0.0,0.09,0.04
0.02,9.69,0.07,0.01,0.09,0.05,0.0,0.58,0.144,0.62,0.83,0.2,0.05,0.01,0.01
0.08,11.52,0.04,0.08,4.96,0.04,0.43,0.005,0.001,1.14,30.31,5.75,0.04,0.35,0.02
0.09,7.96,0.09,0.09,0.03,1.49,0.42,0.009,0.159,1.44,0.24,1.9,0.04,0.09,0.0
0.03,0.75,0.09,0.08,0.01,1.31,0.44,0.003,0.139,0.32,3.76,0.8,0.1,0.04,0.08
0.86,15.07,0.31000000000000005,0.09,8.01,0.54,0.59,0.59,0.047,1.66,44.71,5.18,0.06,0.07,0.02
0.05,25.9,0.01,0.001,1.81,1.96,0.85,0.85,0.192,1.37,52.71,2.96,0.09,0.32,0.09
0.18,5.26,0.31000000000000005,0.06,4.45,1.96,0.5,0.5,0.196,1.36,48.78,7.77,0.07,0.12,0.06
0.02,13.08,0.01,0.07,0.65,0.96,0.0,0.0,0.13,1.83,6.17,3.16,0.01,0.07,0.03
0.09,22.26,0.31000000000000005,0.09,6.13,0.53,0.19,0.004,0.011,1.41,31.38,3.57,0.03,0.01,0.05
0.09,0.07,0.02,0.06,0.05,0.77,0.2,0.007,0.148,1.76,10.58,0.02,0.03,0.09,0.02
0.1,29.01,0.01,0.004,7.22,1.04,0.71,0.71,0.141,1.54,30.0,7.64,0.05,0.31,0.03
0.03,11.53,0.05,0.02,0.18,0.04,0.0,0.72,0.076,0.0,0.74,0.6,0.06,0.01,0.02
0.0,11.02,0.01,0.003,3.83,1.04,0.07,0.006,0.176,1.15,53.68,6.42,0.03,0.43,0.05
0.0,2.09,0.09,0.08,0.19,0.86,0.0,0.0,0.046,1.51,0.25,4.45,0.02,0.04,0.0
0.05,1.71,0.0,0.05,0.06,0.1,0.9,0.9,0.097,0.68,11.7,5.67,0.01,0.05,0.01
0.08,16.02,0.03,0.07,0.4,0.04,0.0,0.99,0.002,0.88,7.23,0.19,0.04,0.08,0.01
1.0,23.88,0.31000000000000005,0.09,0.89,1.35,0.0,0.0,0.101,1.23,17.75,5.58,0.09,0.38,0.03
0.02,27.36,0.09,0.08,0.48,0.01,0.0,0.84,0.188,0.97,1.59,0.55,0.04,0.08,0.02
0.08,5.04,0.31000000000000005,0.11,0.37,1.32,0.23,0.004,0.128,1.59,15.35,5.87,0.05,0.3,0.02
0.07,20.36,0.12,0.01,7.29,1.16,0.25,0.002,0.09,2.02,33.99,5.83,0.1,0.24,0.04
0.24,17.6,0.25,0.04,1.62,0.01,0.67,0.67,0.001,2.13,14.94,3.93,0.07,0.31,0.08
0.03,19.96,0.05,0.005,6.77,1.23,0.89,0.89,0.12,1.12,55.57,3.62,0.07,0.23,0.03
0.4,26.21,0.04,0.001,5.89,0.87,0.58,0.58,0.195,1.9,20.9,7.52,0.06,0.26,0.02
0.03,19.13,0.04,0.08,0.49,1.91,0.07,0.008,0.018,1.42,1.61,1.21,0.03,0.0,0.04
0.1,10.19,0.24,0.13,4.09,0.19,0.71,0.71,0.162,2.24,18.12,0.62,0.07,0.06,0.03
0.01,27.94,0.08,0.03,0.04,0.77,0.19,0.001,0.059,1.68,1.14,0.81,0.01,0.04,0.03
1.0,0.98,0.02,0.004,4.54,1.66,0.1,0.002,0.124,1.06,24.01,3.65,0.05,0.37,0.02
1.0,2.15,0.03,0.001,6.2,1.33,0.18,0.005,0.152,1.48,43.4,3.36,0.07,0.27,0.06
0.05,4.31,0.06,0.05,0.54,0.24,0.8,0.8,0.194,1.36,1.69,0.59,0.1,0.03,0.05
0.37,12.36,0.31000000000000005,0.1,6.62,1.8,0.31,0.004,0.113,1.24,19.71,3.95,0.09,0.44,0.07
0.12,14.69,0.31000000000000005,0.13,6.09,1.3,0.1,0.008,0.036,2.13,3.66,0.86,0.01,0.19,0.02
0.02,17.58,0.03,0.006,0.08,0.72,0.99,0.99,0.087,1.44,31.84,3.03,0.08,0.39,0.03
0.01,16.51,0.08,0.04,0.2,0.79,0.62,0.62,0.106,0.71,0.56,2.79,0.02,0.08,0.07
1.0,1.23,0.04,0.006,2.29,0.49,0.7,0.7,0.081,1.67,40.75,6.72,0.07,0.42,0.07
1.0,10.81,0.31000000000000005,0.11,6.05,1.15,0.0,0.66,0.088,1.85,35.93,5.66,0.0,0.17,0.02
0.07,26.4,0.05,0.007,1.54,1.42,0.28,0.002,0.01,1.44,6.92,2.54,0.08,0.44,0.07
0.03,13.5,0.05,0.02,0.01,0.04,0.0,0.76,0.088,0.37,8.76,1.11,0.1,0.08,0.06
0.49,25.46,0.01,0.001,1.03,1.42,0.0,0.0,0.014,1.47,6.02,1.38,0.06,0.19,0.06
0.06,3.93,0.04,0.07,0.07,0.7,0.65,0.65,0.168,1.8,0.24,0.58,0.09,0.08,0.01
1.0,21.87,0.31000000000000005,0.12,7.18,0.01,0.13,0.008,0.121,1.82,28.6,2.08,0.04,0.08,0.0
0.09,22.72,0.09,0.04,0.07,0.07,0.09,0.008,0.042,0.49,7.65,0.33,0.07,0.02,0.02
1.0,27.61,0.05,0.006,6.48,0.25,0.72,0.72,0.158,1.11,5.74,3.58,0.03,0.49,0.04
0.08,25.22,0.31000000000000005,0.1,2.77,0.31,0.06,0.005,0.072,2.33,23.46,7.32,0.02,0.12,0.09
0.05,23.99,0.01,0.008,2.69,1.14,0.85,0.85,0.114,1.43,13.74,4.16,0.05,0.49,0.06
0.0,8.3,0.05,0.09,0.2,0.04,0.0,0.002,0.06,0.17,4.67,0.05,0.04,0.0,0.06
0.08,0.4,0.0,0.08,0.15,1.92,0.32,0.003,0.082,1.73,2.88,0.95,0.02,0.04,0.08
0.11,28.42,0.31000000000000005,0.06,4.52,0.09,0.97,0.97,0.196,1.73,16.66,2.91,0.1,0.39,0.01
0.02,28.66,0.05,0.04,0.32,0.36,0.14,0.006,0.169,1.51,7.45,3.9,0.03,0.0,0.07
0.34,22.33,0.02,0.001,6.57,0.93,0.51,0.51,0.105,1.48,29.48,0.63,0.04,0.43,0.05
0.09,29.13,0.01,0.03,0.07,0.09,0.0,0.99,0.005,0.63,3.11,1.28,0.0,0.04,0.06
0.05,12.98,0.03,0.01,0.05,1.88,0.13,0.004,0.085,1.59,1.2,1.96,0.1,0.02,0.05
0.04,2.42,0.08,0.04,0.06,0.06,0.98,0.0,0.187,2.02,0.44,4.49,0.06,0.04,0.07
0.15,7.94,0.31000000000000005,0.04,1.86,0.04,0.69,0.69,0.184,1.76,57.02,5.83,0.01,0.48,0.07
0.18,12.12,0.04,0.001,7.02,0.29,0.75,0.75,0.166,1.66,16.39,6.81,0.08,0.49,0.07
0.03,22.38,0.02,0.08,0.08,1.58,0.6,0.6,0.146,1.58,5.32,2.4,0.07,0.05,0.03
0.52,0.4,0.001,0.008,7.18,0.53,0.0,0.0,0.076,1.32,6.7,5.65,0.07,0.38,0.05
1.0,6.92,0.03,0.005,7.24,0.33,0.29,0.004,0.093,1.0,25.81,0.45,0.03,0.3,0.05
0.07,17.63,0.07,0.02,0.03,0.53,0.66,0.66,0.016,1.61,3.26,0.67,0.0,0.03,0.03
0.34,20.63,0.01,0.006,4.93,0.61,0.42,0.005,0.162,1.45,50.59,3.04,0.05,0.37,0.05
0.02,17.78,0.05,0.05,0.07,1.98,0.89,0.89,0.11,0.49,1.6,0.36,0.02,0.0,0.03
0.04,25.94,0.05,0.03,0.02,0.91,0.44,0.006,0.107,1.19,0.49,0.69,0.04,0.04,0.0
0.02,22.53,0.06,0.08,0.3,1.59,0.88,0.88,0.183,1.95,0.2,1.96,0.06,0.08,0.07
0.01,23.85,0.06,0.04,0.1,0.82,0.79,0.79,0.044,1.72,5.27,0.92,0.04,0.02,0.03
0.01,11.4,0.05,0.01,0.33,1.05,0.26,0.002,0.17,1.8,9.32,3.14,0.04,0.02,0.06
0.08,15.87,0.03,0.1,0.03,1.69,0.28,0.004,0.181,1.86,9.23,1.57,0.07,0.05,0.01
0.09,18.63,0.08,0.03,0.07,0.01,0.0,0.0,0.077,2.31,0.66,5.13,0.05,0.04,0.06
0.0,25.99,0.01,0.002,3.36,1.26,0.94,0.94,0.093,1.72,31.21,5.12,0.05,0.12,0.04
1.0,5.45,0.02,0.008,5.64,0.67,0.0,0.0,0.169,1.39,41.33,3.08,0.06,0.49,0.02
1.0,0.41,0.05,0.1,1.28,1.94,0.0,0.001,0.114,1.99,53.39,2.54,0.04,0.5,0.09
0.04,14.34,0.07,0.11,3.76,1.45,0.52,0.52,0.197,1.84,53.97,4.47,0.06,0.02,0.08
1.0,22.74,0.29,0.02,3.36,1.57,0.0,0.0,0.071,1.81,34.71,3.32,0.05,0.32,0.06
0.05,6.42,0.01,0.0,0.5,0.04,0.0,0.003,0.007,0.51,0.05,1.56,0.05,0.03,0.05
0.09,3.35,0.04,0.01,0.18,0.6,0.0,0.79,0.164,0.28,3.89,0.58,0.06,0.06,0.04
0.05,15.86,0.03,0.01,0.08,1.94,0.08,0.008,0.194,2.15,0.4,1.78,0.08,0.09,0.07
0.04,0.47,0.08,0.02,0.17,1.44,0.15,0.008,0.198,0.11,0.51,1.09,0.08,0.01,0.0
0.07,14.41,0.02,0.04,0.37,0.0,0.04,0.007,0.166,1.35,0.61,1.01,0.09,0.07,0.01
0.01,19.3,0.05,0.01,0.05,0.05,0.0,0.56,0.166,0.6,5.09,3.23,0.06,0.0,0.02
0.1,13.98,0.07,0.02,0.04,0.07,0.1,0.008,0.036,0.71,6.89,0.39,0.01,0.05,0.02
1.0,23.8,0.05,0.007,0.66,1.14,0.84,0.84,0.054,1.36,41.1,7.68,0.09,0.37,0.07
0.07,1.06,0.05,0.05,0.23,1.39,0.1,0.001,0.108,1.58,1.43,2.15,0.02,0.06,0.07
1.0,5.39,0.04,0.006,6.5,1.54,0.0,0.0,0.145,1.57,14.92,5.87,0.02,0.21,0.07
0.02,15.55,0.31000000000000005,0.01,0.55,0.09,0.13,0.001,0.016,1.34,37.23,6.24,0.03,0.11,0.05
0.02,8.09,0.06,0.05,0.04,0.05,0.0,0.62,0.021,0.17,3.29,5.31,0.08,0.01,0.07
0.09,9.73,0.07,0.04,0.24,1.89,0.75,0.75,0.092,1.66,3.7,0.96,0.07,0.02,0.07
0.03,29.34,0.02,0.04,0.11,0.03,0.0,0.0,0.126,0.94,4.37,2.72,0.05,0.1,0.08
1.0,8.02,0.31000000000000005,0.1,3.98,1.51,0.0,0.0,0.061,1.87,34.73,1.74,0.03,0.01,0.06
0.07,13.86,0.03,0.01,0.01,1.77,0.14,0.006,0.137,1.28,14.03,2.68,0.01,0.0,0.05
1.0,24.1,0.04,0.004,6.44,1.81,0.0,0.0,0.12,1.34,58.15,0.27,0.03,0.46,0.01
1.0,17.22,0.29,0.04,4.54,1.64,0.16,0.009,0.075,1.76,37.47,3.34,0.0,0.07,0.02
0.07,2.62,0.06,0.07,0.02,0.7,0.95,0.95,0.124,1.2,8.73,0.96,0.08,0.05,0.07
0.07,15.79,0.1,0.07,0.2,0.06,0.03,0.005,0.19,0.12,9.88,0.87,0.06,0.0,0.04
1.0,17.03,0.02,0.009,7.78,1.15,0.85,0.85,0.065,1.53,19.4,1.14,0.1,0.4,0.01
0.06,11.66,0.04,0.005,3.49,1.54,0.33,0.006,0.041,1.36,57.74,7.25,0.06,0.28,0.08
0.08,18.17,0.06,0.05,0.17,0.06,0.0,0.61,0.16,0.15,4.42,0.27,0.05,0.01,0.04
0.08,0.33,0.31000000000000005,0.09,4.25,0.08,0.01,0.004,0.021,1.18,41.75,2.31,0.0,0.03,0.02
1.0,23.88,0.04,0.003,3.44,1.0,0.68,0.68,0.198,1.21,39.41,4.54,0.06,0.09,0.07
1.0,15.58,0.04,0.008,1.49,1.97,0.0,0.0,0.122,1.79,36.15,3.91,0.06,0.48,0.04
0.04,0.67,0.08,0.05,0.07,0.01,0.34,0.0,0.05,1.32,4.38,0.63,0.03,0.09,0.04
0.0,28.45,0.31000000000000005,0.1,6.34,1.23,0.57,0.57,0.106,1.23,17.87,7.71,0.09,0.09,0.04
0.1,19.7,0.04,0.04,0.22,1.62,0.07,0.008,0.107,0.71,0.13,0.03,0.09,0.04,0.02
0.02,0.3,0.04,0.06,0.32,1.21,0.01,0.004,0.021,0.08,8.77,0.75,0.0,0.06,0.02
0.07,2.77,0.03,0.09,0.05,1.22,0.0,0.004,0.105,0.12,3.35,3.77,0.09,0.05,0.08
0.06,15.42,0.06,0.03,0.56,1.64,0.0,0.61,0.038,0.56,8.77,0.49,0.09,0.04,0.03
0.07,19.23,0.31000000000000005,0.1,2.66,0.38,0.04,0.007,0.176,1.95,8.15,7.17,0.06,0.45,0.02
1.0,24.78,0.31000000000000005,0.06,5.34,1.67,0.89,0.89,0.062,1.12,50.49,4.02,0.1,0.36,0.04
0.01,21.31,0.03,0.002,7.96,0.75,0.98,0.98,0.104,1.91,8.75,0.67,0.06,0.18,0.08
1.0,9.25,0.02,0.009,1.9,1.33,0.0,0.0,0.014,1.55,34.35,6.67,0.01,0.16,0.02
0.15,19.19,0.02,0.001,3.02,1.48,0.59,0.59,0.053,1.73,15.84,7.63,0.08,0.49,0.04
0.09,10.63,0.09,0.1,0.31,0.05,0.0,0.95,0.162,0.11,0.03,0.87,0.06,0.06,0.05
1.0,2.33,0.001,0.001,5.58,1.83,0.0,0.0,0.11,1.36,59.68,4.18,0.09,0.07,0.06
1.0,13.08,0.04,0.002,2.86,1.88,0.13,0.004,0.085,1.35,46.3,4.7,0.1,0.04,0.05
0.07,21.52,0.1,0.0,0.07,0.29,0.86,0.86,0.048,1.68,3.83,2.91,0.07,0.02,0.07
0.05,19.74,0.03,0.01,0.05,0.04,0.0,0.85,0.1,0.79,0.16,1.65,0.01,0.02,0.09
1.0,13.45,0.31000000000000005,0.1,3.24,0.04,0.0,0.58,0.127,1.9,57.08,6.52,0.03,0.47,0.01
0.81,26.45,0.19,0.05,8.01,1.75,0.0,0.9,0.045,1.8,58.6,6.79,0.02,0.04,0.06
1.0,22.25,0.21,0.05,4.49,0.38,0.0,0.93,0.097,2.68,31.16,4.4,0.02,0.45,0.05
1.0,20.25,0.04,0.005,7.81,0.72,0.19,0.006,0.11,1.47,35.13,6.93,0.02,0.11,0.08
0.02,19.39,0.03,0.001,1.73,0.36,0.69,0.69,0.005,1.56,31.08,1.45,0.07,0.32,0.05
0.05,15.06,0.08,0.05,0.0,0.63,0.18,0.004,0.031,1.63,6.27,3.88,0.05,0.05,0.08
0.02,9.0,0.05,0.0,0.07,0.66,0.62,0.62,0.024,1.58,0.62,0.45,0.02,0.03,0.03
0.1,1.17,0.07,0.05,0.03,1.99,0.0,0.001,0.05,0.04,2.76,3.16,0.09,0.01,0.0
0.19,27.55,0.001,0.002,1.03,0.93,0.1,0.001,0.167,1.29,59.26,0.8,0.07,0.07,0.0
0.76,25.22,0.02,0.001,2.28,1.27,0.0,0.0,0.076,1.32,37.7,7.52,0.01,0.15,0.08
0.05,6.94,0.08,0.01,0.28,0.77,0.2,0.007,0.148,1.75,3.31,0.29,0.03,0.03,0.02
0.08,15.29,0.1,0.07,0.51,0.22,0.0,0.76,0.052,0.3,0.32,3.51,0.01,0.1,0.05
0.02,26.96,0.02,0.006,5.58,1.41,0.93,0.93,0.075,1.84,38.36,5.24,0.05,0.15,0.07
0.03,22.96,0.01,0.007,3.07,0.16,0.97,0.97,0.163,1.09,48.01,1.27,0.01,0.15,0.06
0.03,6.57,0.07,0.04,0.47,1.14,0.0,0.0,0.065,2.32,3.12,0.59,0.01,0.08,0.09
0.09,25.18,0.01,0.07,0.08,1.67,0.86,0.86,0.132,1.26,5.73,2.22,0.09,0.09,0.03
0.07,29.56,0.31000000000000005,0.11,6.62,0.01,0.1,0.002,0.001,2.37,58.32,0.82,0.07,0.36,0.0
1.0,29.23,0.02,0.006,3.29,0.01,0.77,0.77,0.144,1.93,29.0,2.27,0.02,0.25,0.07
1.0,25.72,0.03,0.004,6.58,1.62,0.0,0.0,0.117,1.0,21.68,4.06,0.1,0.33,0.03
0.03,19.5,0.31000000000000005,0.03,7.12,1.38,0.36,0.002,0.117,1.22,3.19,1.11,0.08,0.37,0.01
0.08,8.68,0.07,0.05,0.09,1.89,0.0,0.003,0.178,0.14,3.61,0.24,0.02,0.07,0.06
0.17,1.93,0.09,0.06,4.97,1.66,0.73,0.73,0.059,1.51,10.82,4.05,0.06,0.24,0.05
0.07,26.8,0.07,0.01,0.28,0.65,0.84,0.84,0.188,1.54,0.41,0.77,0.04,0.1,0.02
0.01,10.02,0.01,0.02,0.04,0.02,0.0,0.96,0.142,0.78,8.06,3.49,0.02,0.03,0.04
1.0,5.71,0.01,0.001,4.22,0.85,0.49,0.001,0.021,1.48,13.89,0.18,0.02,0.18,0.05
0.02,22.11,0.03,0.03,0.46,0.04,0.07,0.001,0.147,0.64,4.65,4.81,0.03,0.01,0.07
0.01,0.62,0.1,0.03,0.13,0.53,0.38,0.003,0.076,0.69,2.58,0.13,0.07,0.04,0.05
1.0,8.52,0.07,0.02,1.55,1.76,0.98,0.98,0.01,1.87,22.86,1.54,0.09,0.16,0.01
0.07,21.84,0.03,0.008,6.1,0.76,0.79,0.79,0.049,1.4,59.03,4.29,0.07,0.08,0.0
0.09,22.05,0.02,0.01,0.02,0.0,0.0,0.62,0.147,0.68,7.4,0.52,0.1,0.09,0.02
0.04,0.68,0.01,0.004,2.47,1.05,0.7,0.7,0.096,1.42,24.83,4.03,0.03,0.37,0.08
0.08,7.82,0.03,0.03,0.58,0.59,0.88,0.88,0.097,1.18,9.83,0.76,0.05,0.01,0.03
0.04,28.87,0.06,0.02,0.05,1.98,0.99,0.99,0.005,0.11,0.04,6.14,0.0,0.07,0.06
0.02,2.56,0.06,0.01,0.51,0.4,0.63,0.63,0.122,1.72,0.17,0.34,0.07,0.02,0.01
0.05,15.2,0.05,0.02,0.07,1.12,0.69,0.69,0.121,1.38,2.69,5.66,0.1,0.07,0.03
0.07,20.12,0.09,0.04,0.37,0.06,0.0,0.78,0.196,0.04,1.0,0.44,0.07,0.03,0.03
0.05,12.39,0.06,0.06,0.54,0.23,0.54,0.54,0.097,1.56,3.0,0.5,0.05,0.01,0.05
0.07,5.24,0.06,0.09,0.04,1.96,0.0,0.5,0.196,0.51,1.54,0.59,0.07,0.08,0.06
0.03,13.93,0.09,0.03,0.07,0.1,0.0,0.52,0.185,0.74,0.69,0.27,0.1,0.05,0.06
0.03,0.66,0.09,0.04,0.08,0.07,0.0,0.53,0.183,0.05,5.24,1.77,0.07,0.07,0.05
0.55,19.04,0.31000000000000005,0.11,5.73,0.68,0.0,0.74,0.126,1.33,25.82,2.21,0.01,0.41,0.08
0.07,8.89,0.04,0.001,0.17,0.1,0.92,0.92,0.101,1.36,10.45,6.0,0.01,0.01,0.04
0.07,24.37,0.07,0.05,0.16,0.13,0.48,0.006,0.182,1.41,1.13,2.46,0.0,0.09,0.05
0.06,2.23,0.31000000000000005,0.06,5.72,0.03,0.84,0.84,0.11,1.71,19.51,4.18,0.09,0.07,0.06
0.04,13.49,0.04,0.08,0.0,0.15,0.5,0.5,0.194,1.49,0.26,0.59,0.05,0.02,0.02
0.06,7.59,0.31000000000000005,0.13,3.05,0.04,0.3,0.005,0.001,1.59,47.57,3.8,0.09,0.32,0.04
1.0,3.44,0.01,0.009,5.17,1.2,0.0,0.0,0.091,1.66,31.78,2.07,0.04,0.5,0.09
0.06,2.56,0.31000000000000005,0.04,4.25,0.08,0.75,0.75,0.001,2.19,38.32,0.75,0.04,0.1,0.05
0.09,12.45,0.02,0.04,0.25,1.91,0.14,0.002,0.132,1.36,10.54,0.14,0.02,0.08,0.02
0.06,0.51,0.03,0.07,0.06,0.89,0.01,0.001,0.117,1.36,2.3,0.22,0.02,0.08,0.06
0.1,19.3,0.1,0.06,0.1,0.02,0.0,0.002,0.132,0.28,0.55,2.93,0.02,0.08,0.02
0.06,3.53,0.07,0.02,0.04,0.05,0.0,0.0,0.033,1.84,0.21,2.42,0.09,0.02,0.02
0.02,14.76,0.01,0.01,0.05,1.97,0.51,0.51,0.122,1.79,0.08,0.86,0.06,0.02,0.04
1.0,11.02,0.01,0.003,3.83,1.04,0.07,0.006,0.176,1.15,53.68,6.42,0.03,0.43,0.05
0.15,16.69,0.02,0.001,1.35,1.43,0.11,0.0,0.118,1.76,24.43,1.42,0.04,0.05,0.07
0.03,24.52,0.04,0.003,3.64,1.65,0.74,0.74,0.046,1.93,25.9,1.55,0.01,0.47,0.0
0.03,6.07,0.09,0.02,0.15,0.01,0.0,0.77,0.012,0.63,3.68,0.94,0.02,0.04,0.04
0.05,6.13,0.31000000000000005,0.05,5.53,0.03,0.56,0.56,0.001,2.07,2.05,7.56,0.01,0.41,0.06
1.0,4.24,0.001,0.006,0.71,1.32,0.6,0.6,0.072,1.12,37.13,6.87,0.06,0.3,0.0
0.03,19.74,0.04,0.1,0.01,0.01,0.0,0.53,0.105,0.65,2.21,1.38,0.02,0.08,0.07
0.05,12.31,0.03,0.006,5.59,0.03,0.62,0.62,0.05,1.9,48.98,4.21,0.06,0.07,0.02
1.0,0.25,0.31000000000000005,0.06,6.12,1.4,0.07,0.007,0.15,1.24,38.93,4.51,0.02,0.18,0.08
0.18,12.65,0.03,0.004,7.25,1.0,0.36,0.005,0.1,2.0,15.29,1.8,0.04,0.29,0.03
